Somaliland,Hargeisa,9.55,44.050000,NULL,Africa
South Georgia and South Sandwich Islands,King Edward Point,-54.283333,-36.500000,GS,Antarctica
French Southern and Antarctic Lands,Port-aux-Français,-49.35,70.216667,TF,Antarctica
Palestine,Jerusalem,31.766666666666666,35.233333,PS,Asia
Aland Islands,Mariehamn,60.116667,19.900000,AX,Europe
Nauru,Yaren,-0.5477,166.920867,NR,Australia
